Order Number,Package,Name,Execution_Type,Priority,Status,Type,Created By,Created At,Last Updated At,Objective,Description,Notes,Pre Condition,Post Condition,Step Number,Step Description,Step Expected Result,Test_Script_Entry,Test_Script_Expected_Result
57,"IvyBridge|Q2_13|A0-home_screen|40-appmode|40-active_apps","05-pagination_works","Manual","P1","Designed","Functional positive","sdx","2013-03-26","2013-03-27","Check that pagination works","When more rows are needed to display the active applications, the two arrows on the left must allow the user to switch from one row to another inside the active apps area:
- a click on the left arrow must display the previous row
- a click on the right arrow must display the next row","","","",1,"check the active apps area","the left arrow must be disabled, the right arrow must be enabled","",0
"","","","","","","","","","","","","","","",2,"click on the right arrow","the next row of active apps must be displayed and the left arrow must be enabled","",""
"","","","","","","","","","","","","","","",3,"click on the left arrow","the previous row must be displayed","",""
58,"IvyBridge|Q2_13|A0-home_screen|40-appmode|40-active_apps","06-pagination_visual","Manual","P1","Designed","Functional positive","sdx","2013-03-26","2013-03-27","Check that pagination arrows are correctly highlighted","If the currently displayed row is the first one, the left arrow must be disabled (the arrow is dimmed and clicking on it does nothing)

If the currently displayed row is the last one, the right arrow must be disabled (the arrow is dimmed and clicking on it does nothing)","","","",1,"check the active apps area","the left arrow must be disabled, the right arrow must be enabled","",0
"","","","","","","","","","","","","","","",2,"click on the right arrow until the last row is reached","the right arrow must be disabled, the left arrow must be enabled","",""
59,"IvyBridge|Q2_13|A0-home_screen|40-appmode|40-active_apps","07-close","Manual","P1","Designed","Functional positive","sdx","2013-03-26","2013-03-27","An active application can be closed","In the active apps area, each item must be displayed with a close button (on mouseover, or permanently ? TBD)

Clicking on the close button must close the application.","","","",1,"check the active apps area","the active applications items must have a close button","",0
"","","","","","","","","","","","","","","",2,"click on the close button","the selected application must close and disappear from the active apps list","",""
60,"IvyBridge|Q2_13|A0-home_screen|50-settings|10-overview","01-content_area","Manual","P2","Designed","Functional positive","sdx","2013-03-27","2013-03-27","Check that for each tab, the content appears in the content area  of the home sreen settings window","The content of each tab (application icons, widgets, recent files, pictures) should be displayed in the content area of the window.","","","",1,"observe the home screen settings panel","the following tabs must be visible: 'Applications', 'Widgets', 'Recent Files', 'Background'","",0
"","","","","","","","","","","","","","","",2,"-","the initial tab must be ""Applications""","",""
"","","","","","","","","","","","","","","",3,"click on the ""Widgets"" tab","the content area must switch to the widget settings","",""
"","","","","","","","","","","","","","","",4,"click on the ""Recent Files"" tab","the content area must switch to the recent files settings","",""
"","","","","","","","","","","","","","","",5,"click on the ""Background"" tab","the content area must switch to the background settings","",""
61,"IvyBridge|Q2_13|A0-home_screen|50-settings|20-apps","01-app_layout","Manual","P2","Designed","Functional positive","sdx","2013-03-27","2013-03-27","Check that applications are displayed correctly in the content area","Under the 'Application' tab application must appear in two groups : 
- a first group on the top of the content area which contains the home screen applications
- a second group which contains all the applications

Those two groups must be separated with a thin line as in the reference document.","","","",1,"observe the panel","the favourite applications must appear in the top area","",0
"","","","","","","","","","","","","","","",2,"-","a second group with all available applications must appear in the bottom area","",""
"","","","","","","","","","","","","","","",3,"-","a toolbar with category selection and search field must be present between the two areas","",""
62,"IvyBridge|Q2_13|A0-home_screen|50-settings|20-apps","02-apps_mgt1","Manual","P2","Designed","Functional positive","sdx","2013-03-27","2013-03-27","Check that functionalities of favorite applications are available","A right click on a home screen application (top group) must pop up a small window at the right side of the application icon with the two following functionalities : 
- Remove from Home
- Launch","","","",1,"right click on a favourite application","a popup menu with ""Remove from Home"" and ""Launch"" items must appear","",0
63,"IvyBridge|Q2_13|A0-home_screen|50-settings|20-apps","03-apps_mgt2","Manual","P2","Designed","Functional positive","sdx","2013-03-27","2013-03-27","Check that functionalities of other applications (bottom group) are available","A right click on an application of the bottom group must pop up a small window at the right side of the application icon with the two following functionalities : 
- Add to Home
- Launch","","","",1,"right click on an application in the bottom area","a popup menu with ""Add to Home"" and ""Launch"" items must appear","",0
64,"IvyBridge|Q2_13|A0-home_screen|50-settings|20-apps","04-remove_home_app","Manual","P2","Designed","Functional positive","sdx","2013-03-27","2013-03-27","Check that a favourite application can be removed from the favourites","When a right click is performed on an home screen application and then a single click is done on the 'Remove from Home' functionality, the application should disappear in the favourite group and in the home screen.

TODO : when ? instantly ?","","","",1,"right click on a favourite application","the popup menu opens","",0
"","","","","","","","","","","","","","","",2,"select ""Remove from Home""","the selected application must be removed from the favourite applications list displayed in the top area","",""
"","","","","","","","","","","","","","","",3,"close the settings window (or minimise it to see the desktop)","the selected application must be removed from desktop","",""
65,"IvyBridge|Q2_13|A0-home_screen|50-settings|20-apps","05-add_fav_app","Manual","P2","Designed","Functional positive","sdx","2013-03-27","2013-03-27","Check that functionalities of favourite applications are available","When a right click is performed on an application in the bottom group and then a single click is done on the 'Add to Home' functionality, the application should appear in the favourite group and in the home screen.

TODO : when ? instantly ?","","","",1,"right click on an application in the bottom area","the popup menu opens","",0
